Vgas,Ang,ID,Vgas2,Vwater
355,0.063,10,3,10
270,2.59502,0.0285776,1,0.0285776
2,0.16,25,4,25
30,2.32844,0.126844,1,0.126844
85,0.00397107,9.85819,5,9.85819
359,0.4,1,3,1
10,1,1.6,5,1.6
0.5,2.5,2.5,5,2.5
30,0.00219621,0.0329985,5,0.0329985
330,0.158116,40.6337,4,40.6337
0,0.0063,2.5,2,2.5
20,3.08025,0.377861,5,0.377861
0.25,0.016,4,3,4
20,0.00249128,0.373846,5,0.373846
0,0.0025,0.63,2,0.63
1,0.0025,0.1,5,0.1
0.25,0.4,4,5,4
355,0.004,25,3,25
280,2.6101,0.376588,1,0.376588
5,1,0.025,5,0.025
350,0.016,25,4,25
70,3.91648,0.577316,1,0.577316
80,0.604296,27.078,5,27.078
20,0.00376747,6.11816,5,6.11816
310,0.660797,0.0604296,5,0.0604296
0,0.63,10,5,10
0.5,4,0.4,5,0.4
70,0.0886778,3.75439,5,3.75439
0.25,0.1,0.63,5,0.63
359,2.5,1.6,5,1.6
10,1.6,0.025,5,0.025
20,0.094733,0.976941,5,0.976941
280,0.0956763,0.0160421,3,0.0160421
350,2.5,0.4,3,0.4
1,0.1,1.6,5,1.6
0.25,0.01,25,4,25
5,4,0.063,1,0.063
270,1.03953,1.66532,5,1.66532
280,0.970577,0.62529,4,0.62529
30,0.0190051,0.0226232,5,0.0226232
330,0.00641039,16.2623,3,16.2623
280,0.0389233,25.7096,4,25.7096
50,0.0249093,0.0377595,5,0.0377595
280,0.105145,24.7245,4,24.7245
15,1.59986,0.239628,5,0.239628
350,4,1,1,1
310,4.05881,0.0930572,1,0.0930572
50,0.0106021,0.0156722,5,0.0156722
290,2.50146,0.096901,1,0.096901
280,0.898129,0.243692,4,0.243692
85,1.77947,2.43014,5,2.43014
15,4.19227,1.53045,1,1.53045
1,0.0025,0.025,5,0.025
20,0.00952002,0.0605231,5,0.0605231
85,0.108215,5.9887,5,5.9887
50,0.152657,9.37529,5,9.37529
280,0.642212,3.87051,4,3.87051
15,0.308884,23.6014,5,23.6014
330,2.42803,26.0661,5,26.0661
355,0.0016,1.6,2,1.6
0.5,0.25,4,5,4
270,0.00278256,27.9418,4,27.9418
0,2.5,2.5,5,2.5
2,0.01,10,3,10
0.25,0.025,2.5,3,2.5
359,1,0.4,5,0.4
310,0.0391565,3.92419,5,3.92419
0.5,1,0.1,5,0.1
330,3.79404,4.0571,5,4.0571
290,0.390439,16.1416,4,16.1416
85,1.08741,1.55578,5,1.55578
310,0.00248709,0.365174,5,0.365174
15,0.00568987,15.8972,4,15.8972
2,0.016,10,3,10
290,2.46378,2.7498,5,2.7498
359,0.0016,0.1,2,0.1
80,0.913982,0.404457,5,0.404457
355,0.016,0.016,3,0.016
30,0.0311071,8.98318,4,8.98318
355,1.6,0.04,3,0.04
350,0.25,0.1,3,0.1
350,0.063,16,3,16
1,1.6,0.4,5,0.4
90,3.62413,2.48678,1,2.48678
15,0.00244205,2.41456,5,2.41456
70,0.0587052,0.159337,5,0.159337
350,0.0025,25,3,25
50,0.0245341,9.31226,5,9.31226
50,0.00401343,0.0234486,5,0.0234486
5,0.25,10,5,10
80,2.43623,16.9388,5,16.9388
15,4.29193,0.912843,1,0.912843
359,4,0.16,1,0.16
359,0.25,1,3,1
270,0.594854,25.5368,4,25.5368
10,1,2.5,5,2.5
359,0.01,4,3,4
10,0.01,1,5,1
280,1.01672,15.8471,4,15.8471
20,0.0604042,9.76529,5,9.76529
355,4,4,1,4
355,1.6,1.6,3,1.6
280,0.00401174,24.7002,3,24.7002
80,3.99542,1.56656,1,1.56656
359,0.01,6.3,3,6.3
330,0.245617,0.0949463,3,0.0949463
1,2.5,0.63,5,0.63
280,0.413713,16.2303,4,16.2303
50,0.00954413,13.9486,4,13.9486
359,0.01,0.016,2,0.016
355,1.6,0.16,3,0.16
2,0.01,0.025,5,0.025
0.5,2.5,0.4,5,0.4
280,0.0931161,15.0294,3,15.0294
10,0.01,0.63,5,0.63
50,0.00230241,14.302,4,14.302
50,0.00382509,14.3281,4,14.3281
2,0.01,1,5,1
70,0.0984521,9.62799,5,9.62799
90,2.42871,1.00661,1,1.00661
1,0.25,6.3,5,6.3
270,0.0100778,10.3821,4,10.3821
85,2.59537,0.145649,1,0.145649
80,0.0365174,4.15228,5,4.15228
15,0.00244205,0.361207,5,0.361207
80,0.00237137,0.159701,5,0.159701
30,0.0300415,0.127739,5,0.127739
0.25,1.6,0.025,5,0.025
290,0.00163081,9.87223,3,9.87223
0.5,0.4,0.1,5,0.1
310,0.00235031,2.45824,5,2.45824
1,1.6,0.1,5,0.1
359,0.4,10,5,10
280,2.62869,25.0991,5,25.0991
1,0.01,0.4,5,0.4
359,1.6,0.016,5,0.016
350,1,16,5,16
0,0.04,25,4,25
20,0.158739,9.85213,5,9.85213
50,0.00609928,6.16391,5,6.16391
10,0.01,0.04,5,0.04
280,2.58454,2.47906,5,2.47906
359,0.63,0.016,3,0.016
355,0.1,10,3,10
70,0.0100663,0.153388,5,0.153388
15,0.702973,3.86775,5,3.86775
20,0.151652,0.154448,5,0.154448
85,0.0023881,4.12954,5,4.12954
15,0.00238534,0.154212,5,0.154212
15,0.0093194,0.366738,5,0.366738
5,0.004,25,3,25
0.25,4,4,5,4
2,0.1,2.5,5,2.5
30,0.648378,0.492058,5,0.492058
5,0.0063,16,3,16
359,1,0.025,5,0.025
290,1.6896,0.0967649,5,0.0967649
270,1.57999,4.15808,5,4.15808
1,0.16,6.3,5,6.3
20,0.00956024,0.95858,5,0.95858
350,1.6,0.1,3,0.1
355,0.04,25,4,25
5,0.01,6.3,5,6.3
330,0.00152828,0.0150378,3,0.0150378
20,0.0391043,9.72694,5,9.72694
280,0.395825,0.0244756,3,0.0244756
15,0.0754312,0.0248908,5,0.0248908
0.5,0.1,0.1,5,0.1
90,0.399654,0.157149,5,0.157149
10,4,0.1,1,0.1
270,0.362178,0.647254,4,0.647254
50,2.46032,24.8639,5,24.8639
10,4,10,1,10
330,1.59186,40.4685,5,40.4685
330,0.003809,25.2441,3,25.2441
280,0.0100444,10.0084,3,10.0084
2,0.063,4,5,4
15,1.04811,0.151886,5,0.151886
355,1,0.1,3,0.1
85,0.0154448,3.98508,5,3.98508
15,0.00910298,38.9726,4,38.9726
0.25,0.016,16,3,16
330,4.18861,0.622659,1,0.622659
2,0.1,1,5,1
15,0.00889159,0.154212,5,0.154212
30,0.640499,1.16636,5,1.16636
359,0.25,4,3,4
0,0.016,25,4,25
310,2.63794,0.0220673,1,0.0220673
0.5,0.1,4,5,4
0,0.16,16,4,16
280,1.01003,6.25642,4,6.25642
20,0.00986876,9.46,5,9.46
20,2.48499,0.242087,5,0.242087
80,0.145902,0.16292,5,0.16292
350,2.5,6.3,5,6.3
270,2.40144,1.04603,5,1.04603
30,0.661913,0.0228051,5,0.0228051
20,0.0241917,6.4131,5,6.4131
10,0.01,6.3,5,6.3
2,0.0159813,6.3,5,6.3
2,0.0025,0.025,5,0.025
80,0.0365174,26.8167,4,26.8167
10,0.01,0.025,5,0.025
0.25,4,1,5,1
355,4,0.63,1,0.63
330,3.98533,1.00946,1,1.00946
70,0.00595445,3.98785,5,3.98785
2,0.16,6.3,5,6.3
330,1.54991,0.997053,3,0.997053
350,1,25,5,25
0.5,2.5,0.63,5,0.63
2,0.025,25,4,25
310,0.0103663,2.37137,5,2.37137
0.25,0.063,16,4,16
330,0.604466,42.3538,4,42.3538
2,2.5,0.4,5,0.4
20,2.45859,1.61235,5,1.61235
355,0.0025,25,3,25
350,1,0.016,3,0.016
5,0.04,25,4,25
10,1.6,0.16,5,0.16
359,0.016,0.016,3,0.016
15,0.00244205,0.899074,5,0.899074
85,0.397302,3.99398,5,3.99398
350,0.25,6.3,3,6.3
50,0.00244859,0.061466,5,0.061466
70,0.00994953,2.44412,5,2.44412
0.5,0.1,16,4,16
1,0.25,16,4,16
80,0.101815,0.655525,5,0.655525
0,0.4,0.025,5,0.025
90,0.371803,9.94726,5,9.94726
2,4,1.6,1,1.6
359,1.6,4,5,4
0,0.188111,4,5,4
85,0.400456,0.156507,5,0.156507
5,0.016,25,4,25
90,0.0022086,2.43602,5,2.43602
5,2.09514,0.025,5,0.025
85,0.112554,1.53983,5,1.53983
270,0.00261522,0.10539,4,0.10539
90,0.960873,1.55638,5,1.55638
310,0.679682,0.0237137,5,0.0237137
80,0.905798,26.4983,5,26.4983
20,0.106888,0.0238944,5,0.0238944
50,0.00613538,3.74582,5,3.74582
5,0.1,16,4,16
0,0.0063,16,3,16
0.5,0.01,16,3,16
70,0.0396521,9.53273,5,9.53273
310,2.68186,0.582942,5,0.582942
359,0.25,25,4,25
10,0.01,10,5,10
0.25,0.0063,2.5,3,2.5
359,0.004,1.6,2,1.6
15,0.670704,0.147339,5,0.147339
10,0.16,0.25,5,0.25
270,1.57999,26.7122,5,26.7122
0,0.04,0.025,2,0.025
0,0.04,2.5,3,2.5
0,1.6,0.025,5,0.025
0,0.063,0.025,2,0.025
0.25,0.025,10,3,10
350,0.16,25,4,25
290,0.0027246,25.5421,3,25.5421
20,0.0151972,14.7863,4,14.7863
1,1,0.63,5,0.63
5,2.5,0.063,5,0.063
20,0.397582,9.78452,5,9.78452
359,0.01,25,4,25
10,0.25,25,4,25
350,0.63,16,4,16
359,0.1,1,3,1
359,0.01,1,2,1
5,0.01,0.1,5,0.1
30,0.0754334,0.482811,5,0.482811
350,1.6,0.16,3,0.16
0,2.5,0.063,5,0.063
290,2.52051,4.19391,5,4.19391
355,2.5,0.025,1,0.025
20,0.62573,24.2087,5,24.2087
10,0.004,25,3,25
0,0.25,0.1,5,0.1
50,0.163448,0.0398589,5,0.0398589
355,1.6,16,5,16
270,1.65522,0.677047,5,0.677047
350,0.1,4,3,4
5,1.6,0.025,5,0.025
280,0.00147656,0.0957234,3,0.0957234
290,2.51062,9.75294,5,9.75294
85,0.0158561,6.10625,5,6.10625
280,4.20277,0.608729,1,0.608729
280,2.62813,0.966154,1,0.966154
2,2.5,0.1,5,0.1
90,0.0373794,14.4505,4,14.4505
30,0.00376271,0.0798851,5,0.0798851
270,0.594854,0.657037,4,0.657037
70,0.992579,10.2501,5,10.2501
80,2.43623,0.174388,1,0.174388
355,1,10,5,10
359,1.6,1.6,5,1.6
90,0.00876002,9.77765,5,9.77765
50,3.95631,0.152464,1,0.152464
0,0.4,4,5,4
90,0.0038825,9.4738,5,9.4738
2,1,1,5,1
0.5,0.025,6.3,3,6.3
290,1.61167,0.0615611,5,0.0615611
50,0.100225,3.84395,5,3.84395
10,0.0063,10,5,10
330,2.42394,0.632716,5,0.632716
0,0.04,4,3,4
70,0.263164,9.86911,5,9.86911
15,1.75751,0.0245154,1,0.0245154
50,0.155734,14.304,4,14.304
270,2.51578,0.647254,5,0.647254
355,0.01,10,3,10
10,0.1,10,5,10
30,0.0288864,0.0788256,5,0.0788256
355,2.5,10,5,10
1,0.004,10,3,10
330,0.149346,0.0979002,3,0.0979002
15,2.17137,0.372355,5,0.372355
50,0.0153604,0.0388304,5,0.0388304
355,0.0025,16,3,16
70,3.68784,2.29837,1,2.29837
330,0.00954681,25.1981,4,25.1981
350,0.25,4,3,4
10,0.16,25,4,25
280,0.606892,1.02016,4,1.02016
290,0.00110338,0.00985352,1,0.00985352
290,2.45479,6.29876,5,6.29876
15,2.44205,0.0245154,1,0.0245154
80,0.0151247,10.2274,5,10.2274
355,0.04,10,3,10
270,1.03953,10.0753,5,10.0753
0.25,4,1.6,5,1.6
10,0.004,10,5,10
355,1.6,0.025,3,0.025
50,3.93192,0.23965,1,0.23965
0,0.01,16,3,16
2,0.6,25,5,25
310,1.08829,6.04296,5,6.04296
15,2.44205,0.0241456,1,0.0241456
20,0.251026,0.241476,5,0.241476
330,0.00611129,38.5423,4,38.5423
359,0.01,0.1,2,0.1
2,0.0025,1,5,1
20,0.0024479,3.79777,5,3.79777
10,0.1,0.16,5,0.16
50,1.52571,0.3809,5,0.3809
290,0.0638522,25.5332,4,25.5332
0,0.01,1.6,2,1.6
30,1.046,0.0236372,5,0.0236372
350,3,0.25,1,0.25
280,1.64924,2.52441,5,2.52441
330,0.00255691,15.3647,3,15.3647
85,0.00974815,2.51731,5,2.51731
0.5,0.0025,0.4,5,0.4
30,0.0118887,0.052433,5,0.052433
85,0.00974849,1.61855,5,1.61855
359,2.5,0.63,5,0.63
280,3.94326,1.58338,1,1.58338
90,3.53857,2.41043,1,2.41043
15,0.670704,0.372355,5,0.372355
0.5,2.5,6.3,5,6.3
330,0.990767,1.02778,3,1.02778
310,2.6237,0.153993,5,0.153993
70,0.0957907,6.29191,5,6.29191
20,0.00246482,1.521,5,1.521
1,0.0025,0.63,5,0.63
330,0.987986,0.0154014,3,0.0154014
310,0.159533,9.30572,5,9.30572
310,0.172063,14.3301,4,14.3301
350,0.063,25,4,25
0,0.025,6.3,3,6.3
0,0.25,1,5,1
70,0.992719,0.617474,5,0.617474
90,0.374846,6.23064,5,6.23064
20,0.00244,0.240156,5,0.240156
80,0.101815,1.61802,5,1.61802
15,0.439397,0.378057,5,0.378057
330,3.98645,1.54361,1,1.54361
10,2.5,0.1,5,0.1
80,0.0964662,16.6415,4,16.6415
330,3.7951,10.2044,5,10.2044
359,0.004,0.016,2,0.016
90,2.58873,1.60689,1,1.60689
15,0.0093194,2.41456,5,2.41456
0,2.5,0.4,5,0.4
310,0.0240527,6.04296,5,6.04296
1,0.01,16,3,16
10,0.1,0.25,5,0.25
10,1,0.4,5,0.4
0.5,2.5,0.025,5,0.025
310,4.04344,0.378552,1,0.378552
359,0.16,4,3,4
0.5,1,0.4,5,0.4
359,0.4,4,5,4
15,2.55955,0.232454,1,0.232454
90,0.912442,6.04211,5,6.04211
270,0.585702,10.86,4,10.86
350,0.16,0.1,3,0.1
2,0.0025,2.5,5,2.5
